tip_doc,codunicocli,monto,prob_value_contact,tea,ingreso_neto,mnt_ptm,sldvig_tcrsrcf,ant_ultprdallsf,nro_configuracion_6m,nro_transfer_6m,nro_producto_6m,cre_sldtotfinprm03,ctd_campecsm01,max_campecs06m,ctd_camptotm01,ctd_camptot06m,ctd_camptototrcnl06m,ctd_sms_received,prm_cnt_fee_amt_u7d,telefonos_6meses,prom_score_acepta_12meses,dif_no_gestionado_4meses,dif_contacto_efectivo_10meses,ctd_app_productos_m1,monto_consumos_ecommerce_tc,avg_sald_pas_3m,act_avg6m_max12m,act_1m_avg3m,pas_avg6m_max12m,pas_1m_avg6m,pas_1m_avg3m,prop_atm_4m,cnl_atm_p4m_p12m,cnl_age_p4m_p12m,max_nact_12m,nprod_1m,senthtml_1m,openhtml_1m,avg_openhtml_6m,bpitrx_1m,apppag_1m,cre_lin_tc_rccibk_m07,lin_tcrrstsf03m,max_usotcribksf06m,max_usotcrrstsf03m,prom_pct_saldopprcc6m,prm_lintcribksf03m,prom_sow_lintcribksf3m,prom_uso_tc_rccsf3m,dsv_svppallsf06m,prm_svprmlibdis06m,prm_svprmecs06m,flg_saltotppe12m,num_incrsaldispefe06m,seg_un,beta_pctusotcr12m,rat_disefepnm01,pct_usotcrm01,beta_saltotppe12m,ctd_entrdm01,prm_saltotrdpj03m,copamiento,monto_aceptado,deuda_financiera_total,deuda_ssff_score,uso_tc_alto,uso_tc_muy_alto,navegacion_app_web,engagement_digital,fraccion_deuda_ingreso,urgencia_financiera,contactabilidad,ssff_30d_mora_proxy,ssff_60d_mora_proxy,ssff_90d_mora_proxy,ssff_mora_total_proxy,ssff_mora_ratio,ssff_pressure_index,mora_reciente_flag,mora_antigua_flag,tenencia_productos,tenencia_configuraciones,tenencia_activa_ratio,deuda_por_tenencia,navegacion_app_web_total,navegacion_app_share,navegacion_web_share,engagement_web_ratio,engagement_app_ratio,touchpoint_sms_ratio,html_touchpoint_score,digital_activity_balance,ssff_mora_30d_score_ultimos_6m,ssff_mora_60d_score_ultimos_6m,ssff_mora_90d_score_ultimos_6m,ssff_mora_total_score_ultimos_6m,ssff_mora_ratio_ultimos_6m,ssff_pressure_index_ultimos_6m,mora_reciente_flag_ultimos_30d,mora_antigua_flag_ultimos_60d,num_productos_tenencia_ultimos_6m,num_configuraciones_tenencia_ultimos_6m,ratio_productos_activos_tenencia_ultimos_6m,deuda_por_producto_tenencia_ultimos_6m,interacciones_app_web_ultimos_1m,share_interacciones_app_ultimos_1m,share_interacciones_web_ultimos_1m,ratio_apertura_html_ultimos_1m,ratio_engagement_app_ultimos_1m,sms_touchpoints_ultimos_1m,html_touchpoints_ultimos_1m,balance_actividad_digital_ultimos_1m,target_venta
1,8417485,73000,0.3048239,19.42,9120.0,70000,3235.29,9.0,0.0,12.0,2.0,-0.58,1.0,1.0,6.0,40,11,4,0.4286,7.0,0.0,12.0,145.0,0.0,1181.2524,812.663,0.563,1.152,0.435,0.82,0.548,1.0,1.0,3.0,1.0,2.0,23.0,0.0,0.16666667,0.0,1.0,0.038,24000.0,0.1,0.404,0.098,56442.45,0.876,0.095,1660.957,0.0,1963.152,0.0,0.0,5.0,0.009,0.0,0.117,-1353.148,4.0,7855.0234,0.921,0.0,3234.71,7607.397,0,0,24.0,1.0,0.3546831,8.004386,0.3048239,1963.152,0.0,56442.45,7607.397,2.3518019,60892.543,1,0,2.0,0.0,0.15384616,1617.355,24.0,0.041666668,0.9583333,0.0,10.0,0.10715,23.0,2.0,1963.152,0.0,56442.45,7607.397,2.3518019,60892.543,1,0,2.0,0.0,0.15384616,1617.355,24.0,0.041666668,0.9583333,0.0,10.0,0.10715,23.0,2.0,0.0
1,11852160,10600,0.32065293,31.22,2850.0,0,8394.11,17.0,33.0,152.0,3.0,-0.324,0.0,0.0,6.0,26,9,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1930.457,0.738,0.947,0.425,0.685,0.701,1.0,1.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,2.0,-0.189,63300.0,0.78,0.616,0.0,5230.737,0.199,0.566,0.0,0.0,4074.942,0.0,1.0,5.0,-0.003,0.561,0.465,-220.739,4.0,6221.693,0.921,0.0,8393.786,4598.0156,1,0,31.0,2.0,2.945188,3.7192984,0.32065293,4074.942,0.0,5230.737,4598.0156,0.5477881,17101.393,1,0,3.0,33.0,0.019607844,2797.9287,31.0,0.06451613,0.9354839,0.0,10.0,0.0,29.0,2.0,4074.942,0.0,5230.737,4598.0156,0.5477881,17101.393,1,0,3.0,33.0,0.019607844,2797.9287,31.0,0.06451613,0.9354839,0.0,10.0,0.0,29.0,2.0,0.0
1,17316314,10300,0.41277972,47.47,1462.0,14500,1283.03,1.0,7.0,370.0,2.0,-0.899,1.0,1.0,7.0,38,6,0,0.5714,2.0,0.0,0.0,259.0,0.0,0.0,1127.325,0.315,1.941,0.478,0.795,0.762,1.0,1.0,1.0,1.0,3.0,51.0,1.0,0.16666667,0.0,1.0,0.0,35500.0,0.246,0.021,0.0,9000.0,0.449,0.043,0.0,0.0,0.0,0.0,0.0,1.0,0.004,0.0,0.094,-220.739,1.0,7855.0234,0.921,0.0,-0.899,900.0,0,0,53.0,1.0,0.0,7.0451436,0.41277972,0.0,0.0,9000.0,900.0,0.0,6340.6294,0,0,2.0,7.0,0.0053908355,-0.4495,53.0,0.018867925,0.9622642,6.0,10.0,10.0,53.0,3.0,0.0,0.0,9000.0,900.0,0.0,6340.6294,0,0,2.0,7.0,0.0053908355,-0.4495,53.0,0.018867925,0.9622642,6.0,10.0,10.0,53.0,3.0,0.0
1,14782734,3400,0.10490978,29.69,3655.0,0,8502.85,5.0,22.0,434.0,72.0,-0.255,0.0,1.0,7.0,44,9,0,0.0,6.0,0.0,0.0,0.0,0.0,2807.3604,1023.203,0.629,0.935,0.264,1.285,1.577,1.0,1.0,1.0,2.0,3.0,64.0,1.0,4.3333335,0.0,6.0,0.18,120643.02,0.402,0.348,0.077,29900.0,0.426,0.313,518.578,604.55,0.0,1.0,0.0,2.0,0.008,0.0,0.24,1155.203,3.0,7855.0234,0.921,0.0,8502.595,3594.55,0,0,71.0,6.0,2.3262913,0.9302326,0.10490978,0.0,604.55,29900.0,3594.55,0.42275918,3343.7673,0,1,72.0,22.0,0.16551724,118.0916,71.0,0.08450704,0.90140843,0.23076923,10.0,0.0,66.0,3.0,0.0,604.55,29900.0,3594.55,0.42275918,3343.7673,0,1,72.0,22.0,0.16551724,118.0916,71.0,0.08450704,0.90140843,0.23076923,10.0,0.0,66.0,3.0,0.0
1,13961286,9200,0.37886086,25.19,3503.0,9900,1283.03,4.0,2.0,111.0,36.0,-0.074,1.0,1.0,6.0,38,6,3,0.0,2.0,0.0,0.0,208.0,1.0,247.1573,773.53,0.019,0.0,0.16,1.247,1.019,1.0,1.2,1.0,1.0,2.0,74.0,6.0,6.1666665,0.0,3.0,0.0,10212.0,0.026,0.001,0.003,9800.0,0.742,0.007,123.433,0.0,0.0,1.0,0.0,2.0,-0.002,0.0,0.0,-1565.252,2.0,7855.0234,0.921,0.0,-0.074,980.0,0,0,84.0,4.0,0.0,2.6263204,0.37886086,0.0,0.0,9800.0,980.0,0.0,2573.794,0,0,36.0,2.0,0.32142857,-0.0020555556,85.0,0.03529412,0.87058824,0.972973,3.0,0.0,86.0,3.0,0.0,0.0,9800.0,980.0,0.0,2573.794,0,0,36.0,2.0,0.32142857,-0.0020555556,85.0,0.03529412,0.87058824,0.972973,3.0,0.0,86.0,3.0,0.0
1,11075985,24300,0.2984677,19.42,3230.0,20300,1283.03,2.0,8.0,3.0,9.0,2017.544,0.0,1.0,7.0,43,11,0,0.0,2.0,33.333332,0.0,0.0,0.0,0.0,2.28,0.772,1.187,0.01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,85.0,64.0,75.333336,0.0,2.0,0.0,64024.4,0.525,0.09,0.0,16100.0,0.43,0.238,0.0,0.0,0.0,0.0,0.0,2.0,-0.006,0.0,0.233,-220.739,3.0,7855.0234,0.921,0.0,2017.544,1610.0,0,0,151.0,2.0,0.62462664,7.5232196,33.6318,0.0,0.0,16100.0,1610.0,0.7979999,12112.384,0,0,9.0,8.0,2.25,224.17155,151.0,0.013245033,0.5629139,0.8495575,10.0,0.0,213.0,2.0,0.0,0.0,16100.0,1610.0,0.7979999,12112.384,0,0,9.0,8.0,2.25,224.17155,151.0,0.013245033,0.5629139,0.8495575,10.0,0.0,213.0,2.0,0.0
1,14976990,7800,0.065535344,34.33,2994.0,0,1283.03,48.0,0.0,25.0,0.0,2.7,1.0,1.0,7.0,39,10,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,163.383,0.582,0.932,0.378,0.685,0.527,0.0,1.0,1.0,1.0,2.0,63.0,4.0,4.5,0.0,1.0,-0.049,15000.0,0.169,0.0,0.0,22784.928,0.82,0.112,0.0,0.0,3075.647,0.0,0.0,2.0,-0.008,0.0,0.108,-220.739,1.0,7855.0234,0.921,0.0,2.7,5354.1396,0,0,68.0,1.0,0.0009018036,2.6052103,0.065535344,3075.647,0.0,22784.928,5354.1396,10.0,13948.66,1,0,0.0,0.0,0.0,2700000000.0,68.0,0.014705882,0.9264706,0.8888889,10.0,0.0,71.0,2.0,3075.647,0.0,22784.928,5354.1396,10.0,13948.66,1,0,0.0,0.0,0.0,2700000000.0,68.0,0.014705882,0.9264706,0.8888889,10.0,0.0,71.0,2.0,0.0
1,17571306,13100,0.21731295,47.47,2542.0,6100,1283.03,10.0,2.0,2.0,11.0,0.0,1.0,1.0,5.0,31,9,0,0.0,2.0,0.0,0.0,0.0,0.0,431.07,7.49,0.538,1.041,0.088,0.045,0.025,1.0,1.3333334,1.0,1.0,2.0,60.0,62.0,55.666668,0.0,4.0,0.0,65200.0,0.04,0.088,0.0,25100.0,0.544,0.048,0.0,0.0,0.0,0.0,0.0,2.0,0.001,0.0,0.041,-220.739,2.0,7855.0234,0.921,0.0,0.0,2510.0,0,0,126.0,4.0,0.0,5.1534224,0.21731295,0.0,0.0,25100.0,2510.0,10.0,12935.091,0,0,11.0,2.0,3.6666667,0.0,126.0,0.031746034,0.47619048,1.1137725,10.0,0.0,184.0,2.0,0.0,0.0,25100.0,2510.0,10.0,12935.091,0,0,11.0,2.0,3.6666667,0.0,126.0,0.031746034,0.47619048,1.1137725,10.0,0.0,184.0,2.0,0.0
1,10271224,7900,0.17986225,25.19,1607.0,0,1283.03,32.0,1.0,35.0,4.0,0.0,1.0,1.0,6.0,25,6,0,0.4286,2.0,0.0,0.0,0.0,0.0,3658.18,0.0,0.325,2.02,0.44,0.966,1.0,0.0,1.0,0.6,1.0,1.0,54.0,2.0,1.1666666,0.0,2.0,0.0,26325.8,0.826,0.254,0.0,4600.0,0.344,0.16,0.0,0.0,0.0,0.0,0.0,2.0,-0.002,0.0,0.122,-220.739,2.0,7855.0234,0.921,0.0,0.0,460.0,0,0,56.0,0.0,0.0,4.9159927,0.17986225,0.0,0.0,4600.0,460.0,10.0,2261.3564,0,0,0.0,0.0,0.0,0.0,56.0,0.0,0.96428573,1.7142857,0.0,10.0,58.0,1.0,0.0,0.0,4600.0,460.0,10.0,2261.3564,0,0,0.0,0.0,0.0,0.0,56.0,0.0,0.96428573,1.7142857,0.0,10.0,58.0,1.0,0.0
1,15602931,4400,0.30468068,19.42,1115.0,0,38.12,11.0,0.0,25.0,33.0,0.0,1.0,1.0,6.0,23,9,0,0.2857,2.0,0.0,0.0,0.0,4.0,0.0,81.413,0.619,0.832,0.253,1.738,0.869,1.0,1.0,1.0909091,1.0,2.0,82.0,8.0,34.5,0.0,1.0,0.7,1200.0,0.895,0.095,0.0,1466.667,0.778,0.557,0.0,0.0,0.0,0.0,0.0,1.0,0.036,0.0,0.665,-220.739,2.0,7855.0234,0.921,0.0,38.12,146.6667,1,0,95.0,5.0,0.03418834,3.9461884,0.30468068,0.0,0.0,1466.667,146.6667,3.8475,578.7744,0,0,33.0,0.0,1.2692307,1.1551515,99.0,0.01010101,0.82828283,0.23188406,0.25,10.0,98.0,6.0,0.0,0.0,1466.667,146.6667,3.8475,578.7744,0,0,33.0,0.0,1.2692307,1.1551515,99.0,0.01010101,0.82828283,0.23188406,0.25,10.0,98.0,6.0,0.0
1,16399101,11300,0.34964553,50.93,2335.0,0,5949.89,13.0,0.0,14.0,6.0,0.758,1.0,1.0,6.0,30,6,4,0.0,2.0,25.0,0.0,0.0,0.0,0.0,591.167,0.702,0.943,0.328,0.09,0.145,1.0,1.0,1.0,1.0,2.0,56.0,1.0,2.1666667,0.0,5.0,0.238,52200.0,0.575,0.408,0.0,7300.0,0.295,0.351,0.0,0.0,0.0,0.0,0.0,2.0,-0.018,0.368,0.306,-220.739,5.0,7855.0234,0.921,0.0,5950.648,730.0,0,0,5.0,5.0,2.5484574,4.8394003,25.349646,0.0,0.0,7300.0,730.0,0.12267572,3532.7622,0,0,6.0,0.0,0.4,991.77466,5.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,7300.0,730.0,0.12267572,3532.7622,0,0,6.0,0.0,0.4,991.77466,5.0,1.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0
1,14508342,27800,0.42014366,47.47,5040.0,0,6449.58,3.0,2.0,370.0,11.0,192.773,0.0,1.0,4.0,29,6,0,0.0,2.0,0.0,0.0,145.0,1.0,1931.7,506.827,0.55,1.159,0.476,0.289,0.306,1.0,1.0,1.0,1.0,2.0,76.0,26.0,49.6,0.0,8.0,-0.034,11900.0,0.658,1.0,0.0,7371.28,0.699,0.79,0.0,0.0,2121.536,0.0,0.0,2.0,0.027,0.0,0.467,-220.739,2.0,7855.0234,0.921,0.0,6642.353,2858.664,1,0,111.0,9.0,1.3179272,5.515873,0.42014366,2121.536,0.0,7371.28,2858.664,0.43036917,15768.027,1,0,11.0,2.0,0.029649595,603.8503,112.0,0.071428575,0.6785714,0.5241935,8.0,0.0,128.0,3.0,2121.536,0.0,7371.28,2858.664,0.43036917,15768.027,1,0,11.0,2.0,0.029649595,603.8503,112.0,0.071428575,0.6785714,0.5241935,8.0,0.0,128.0,3.0,0.0
1,10627252,22200,0.509804,34.33,3165.0,27100,1283.03,1.0,1.0,35.0,4.0,0.0,0.0,0.0,5.0,13,3,0,0.0,2.0,100.0,51.0,0.0,0.0,0.0,0.0,0.464,2.155,0.44,0.966,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.282,56334.0,0.029,0.0,0.333,15900.0,0.306,0.004,1292.995,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.013,-901.851,1.0,7855.0234,0.921,0.0,0.0,1590.0,0,1,0.0,0.0,0.0,7.014218,100.5098,0.0,0.0,15900.0,1590.0,10.0,11152.606,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15900.0,1590.0,10.0,11152.606,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13712674,51000,0.27872288,50.93,7831.0,25000,1283.03,11.0,1.0,35.0,4.0,0.001,1.0,1.0,6.0,29,9,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59590.977,0.0,0.976,0.987,1.0,1.0,1.0,1.1,1.375,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3000.0,0.0,0.0,0.0,1200.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.001,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,0.001,120.0,0,0,3.0,0.0,1.2769762e-07,6.512578,0.27872288,0.0,0.0,1200.0,120.0,10.0,781.5094,0,0,0.0,0.0,0.0,1000000.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1200.0,120.0,10.0,781.5094,0,0,0.0,0.0,0.0,1000000.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
1,16163314,10800,0.29055515,29.69,1737.0,0,3283.66,1.0,6.0,232.0,11.0,-0.776,1.0,1.0,5.0,27,10,3,0.0,2.0,0.0,0.0,0.0,1.0,300.11,361.763,0.588,1.06,0.692,1.239,1.172,1.0,1.2,1.0,1.0,2.0,73.0,2.0,6.8333335,0.0,4.0,-0.195,8800.0,0.887,1.0,0.0,4800.0,0.622,0.912,0.0,0.0,438.52,1.0,2.0,2.0,0.005,0.074,0.734,-31.119,3.0,7855.0234,0.921,0.0,3282.884,918.52,1,0,80.0,5.0,1.8899735,6.2176166,0.29055515,438.52,0.0,4800.0,918.52,0.27979058,5711.0054,1,0,11.0,6.0,0.047210302,298.444,81.0,0.049382716,0.90123457,0.29268292,4.0,0.0,77.0,3.0,438.52,0.0,4800.0,918.52,0.27979058,5711.0054,1,0,11.0,6.0,0.047210302,298.444,81.0,0.049382716,0.90123457,0.29268292,4.0,0.0,77.0,3.0,0.0
1,13340752,22100,0.24155127,26.68,1454.0,14100,476.6,57.0,1.0,15.0,3.0,-0.932,1.0,1.0,6.0,37,10,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,596.813,0.256,0.878,0.276,0.024,0.131,1.0,1.0,1.0,1.0,2.0,25.0,0.0,0.0,0.0,1.0,0.0,2700.0,0.848,0.564,0.0,8515.13,0.848,0.405,0.0,0.0,6982.86,0.0,0.0,4.0,0.009,0.0,0.279,-220.739,3.0,1371.207,0.921,0.0,475.668,7834.373,0,0,26.0,1.0,0.32714444,15.19945,0.24155127,6982.86,0.0,8515.13,7834.373,10.0,119078.16,1,0,3.0,1.0,0.1875,158.556,26.0,0.03846154,0.96153843,0.0,10.0,0.0,25.0,2.0,6982.86,0.0,8515.13,7834.373,10.0,119078.16,1,0,3.0,1.0,0.1875,158.556,26.0,0.03846154,0.96153843,0.0,10.0,0.0,25.0,2.0,0.0
1,14836776,11100,0.093669966,19.42,8920.0,13200,1474.46,14.0,14.0,0.0,2.0,-0.054,1.0,1.0,8.0,52,9,0,0.0,6.0,0.0,0.0,250.0,0.0,70.7,2.147,0.463,0.14,0.962,0.949,0.97,0.0,1.0,0.0,1.0,2.0,78.0,4.0,12.0,0.0,2.0,0.0,372400.0,0.758,0.123,0.035,5700.0,0.044,0.122,730.249,0.0,0.0,1.0,2.0,2.0,-0.027,0.0,0.082,-378.992,4.0,7855.0234,0.921,0.0,1474.406,570.0,0,0,82.0,0.0,0.16529216,1.2443947,0.093669966,0.0,0.0,5700.0,570.0,0.38659635,709.30493,0,0,2.0,14.0,2.0,737.203,82.0,0.0,0.9512195,0.33333334,0.0,0.0,86.0,2.0,0.0,0.0,5700.0,570.0,0.38659635,709.30493,0,0,2.0,14.0,2.0,737.203,82.0,0.0,0.9512195,0.33333334,0.0,0.0,86.0,2.0,0.0
1,13086697,6600,0.4241392,34.33,2235.0,0,1283.03,1.0,0.0,1.0,6.0,0.0,1.0,1.0,7.0,31,4,7,0.0,1.0,0.0,47.0,47.0,0.0,0.0,1.1,0.48,0.976,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,22.0,0.0,0.0,0.0,2.0,0.0,17400.0,0.0,0.568,0.0,6000.0,0.339,0.093,8790.381,0.0,0.0,1.0,0.0,2.0,0.009,0.0,0.279,-203.197,2.0,7855.0234,0.921,0.0,0.0,600.0,0,0,22.0,0.0,0.0,2.95302,0.4241392,0.0,0.0,6000.0,600.0,10.0,1771.8121,0,0,6.0,0.0,3.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,6000.0,600.0,10.0,1771.8121,0,0,6.0,0.0,3.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,0.0
1,14961821,53300,0.57210493,50.93,8195.0,0,1725.47,15.0,0.0,113.0,38.0,-0.702,1.0,1.0,7.0,38,10,0,0.0,4.0,16.666666,27.0,27.0,3.0,104.7,4065.843,0.878,0.951,0.171,0.648,0.662,1.0,1.0,1.0,2.0,4.0,56.0,1.0,55.8,0.0,5.0,0.093,176100.0,0.344,0.162,0.349,102053.195,0.635,0.216,4052.364,84092.66,24774.33,1.0,0.0,2.0,-0.011,0.0,0.195,863.879,3.0,7855.0234,0.921,0.0,1724.768,119072.305,0,1,8.0,8.0,0.2104659,6.503966,17.238771,24774.33,84092.66,102053.195,119072.305,10.0,774442.2,1,1,38.0,0.0,0.33333334,45.38863,11.0,0.45454547,0.0,0.0,1.6666666,0.0,0.0,7.0,24774.33,84092.66,102053.195,119072.305,10.0,774442.2,1,1,38.0,0.0,0.33333334,45.38863,11.0,0.45454547,0.0,0.0,1.6666666,0.0,0.0,7.0,0.0
1,13043603,9900,0.12072733,50.93,2097.0,0,1283.03,94.0,1.0,35.0,4.0,0.0,1.0,1.0,6.0,44,9,0,0.5714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,1.486,0.44,0.966,1.0,0.0,1.0,3.0,1.0,1.0,41.0,0.0,0.16666667,0.0,0.0,0.0,3000.0,0.235,0.0,0.0,8500.0,0.895,0.125,0.0,0.0,0.0,0.0,0.0,1.0,-0.021,0.0,0.21,-220.739,1.0,7855.0234,0.921,0.0,0.0,850.0,0,0,41.0,0.0,0.0,4.72103,0.12072733,0.0,0.0,8500.0,850.0,10.0,4012.8755,0,0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,10.0,41.0,1.0,0.0,0.0,8500.0,850.0,10.0,4012.8755,0,0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,10.0,41.0,1.0,0.0
1,9870900,15200,0.117081165,25.19,2545.0,21400,259.49,50.0,1.0,35.0,4.0,0.0,1.0,1.0,6.0,38,8,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,358.87952,0.48,0.976,0.44,0.966,1.0,1.0,1.0,1.0,1.0,2.0,56.0,1.0,2.1666667,0.0,2.0,0.0,70500.0,0.0,0.016,0.0,13600.0,0.367,0.006,0.0,0.0,0.0,1.0,0.0,1.0,0.001,0.0,0.007,-195.909,1.0,7855.0234,0.921,0.0,259.49,1360.0,0,0,0.0,0.0,0.101960704,5.972495,0.117081165,0.0,0.0,13600.0,1360.0,5.24105,8122.5933,0,0,0.0,0.0,0.0,259490000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,1360.0,5.24105,8122.5933,0,0,0.0,0.0,0.0,259490000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9600938,5100,0.14172351,34.33,2085.0,0,1283.03,5.0,1.0,35.0,4.0,0.0,1.0,1.0,4.0,20,4,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.976,0.44,0.966,1.0,0.0,1.0,1.0,1.0,1.0,32.0,0.0,0.33333334,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,0.0,240.0,0,0,32.0,0.0,0.0,2.4460433,0.14172351,0.0,0.0,2400.0,240.0,10.0,587.05035,0,0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,2400.0,240.0,10.0,587.05035,0,0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0
1,15204282,5300,0.29579553,25.19,2024.0,0,1283.03,1.0,0.0,5.0,0.0,0.9,1.0,1.0,8.0,40,9,0,0.0,1.0,100.0,91.0,0.0,0.0,0.0,284.807,0.864,0.9,0.388,1.292,1.08,1.0,1.0,1.2,2.0,3.0,81.0,4.0,2.5,0.0,1.0,-0.727,0.0,0.729,0.0,0.0,1757.033,1.0,0.226,2489.648,2816.593,2472.34,1.0,0.0,1.0,0.028,0.0,0.0,-220.739,1.0,7855.0234,0.921,0.0,0.9,5464.636,0,0,86.0,1.0,0.00044466404,2.618577,100.2958,2472.34,2816.593,1757.033,5464.636,10.0,14309.571,1,1,0.0,0.0,0.0,900000000.0,86.0,0.011627907,0.94186044,1.6,10.0,0.0,89.0,3.0,2472.34,2816.593,1757.033,5464.636,10.0,14309.571,1,1,0.0,0.0,0.0,900000000.0,86.0,0.011627907,0.94186044,1.6,10.0,0.0,89.0,3.0,0.0
1,14180406,16800,0.10637262,50.93,3016.0,22300,1283.03,20.0,3.0,125.0,37.0,1.331,1.0,1.0,6.0,35,6,0,0.0,1.0,0.0,0.0,0.0,0.0,226.3589,5685.982,0.144,2.986,0.484,2.068,1.41,1.0,1.0,1.0,1.0,3.0,61.0,60.0,50.333332,0.0,19.0,0.332,16148.5,0.007,0.022,0.0,32100.0,0.857,0.003,0.0,0.0,0.0,0.0,0.0,1.0,-0.003,0.0,0.0,-220.739,0.0,7855.0234,0.921,0.0,1.331,3210.0,0,0,140.0,19.0,0.000441313,5.570292,0.10637262,0.0,0.0,32100.0,3210.0,10.0,17880.637,0,0,37.0,3.0,0.2936508,0.03597297,140.0,0.13571429,0.43571427,1.192053,10.0,0.0,181.0,3.0,0.0,0.0,32100.0,3210.0,10.0,17880.637,0,0,37.0,3.0,0.2936508,0.03597297,140.0,0.13571429,0.43571427,1.192053,10.0,0.0,181.0,3.0,0.0
1,15747785,15000,0.40187123,47.47,5358.0,32400,3695.97,2.0,1.0,35.0,4.0,0.0,1.0,1.0,5.0,21,5,0,0.0,2.0,0.0,0.0,237.0,0.0,0.0,0.0,0.48,0.976,0.44,0.966,1.0,0.0,1.0,1.0,1.0,1.0,54.0,27.0,22.25,0.0,2.0,0.0,182520.0,0.0,0.305,0.0,19200.0,0.24,0.174,0.0,0.0,0.0,0.0,0.0,2.0,0.001,0.0,0.232,-220.739,2.0,7855.0234,0.921,0.0,3695.97,1920.0,0,0,81.0,0.0,0.689804,2.799552,0.40187123,0.0,0.0,19200.0,1920.0,0.51948476,5375.14,0,0,0.0,0.0,0.0,3695970000000.0,81.0,0.0,0.6666667,1.2134831,0.0,0.0,108.0,1.0,0.0,0.0,19200.0,1920.0,0.51948476,5375.14,0,0,0.0,0.0,0.0,3695970000000.0,81.0,0.0,0.6666667,1.2134831,0.0,0.0,108.0,1.0,0.0
1,5697305,28100,0.1299318,25.19,3087.0,25500,1283.03,5.0,0.0,1.0,0.0,-0.792,1.0,1.0,5.0,27,7,0,1.2857,9.0,0.0,0.0,0.0,0.0,1776.99,514.493,0.224,1.454,0.507,0.047,0.091,1.0,1.0,1.0,1.0,2.0,57.0,5.0,9.333333,1.0,2.0,0.0,173238.89,0.156,0.161,0.427,35900.0,0.398,0.126,1099.972,0.0,0.0,1.0,0.0,2.0,-0.025,0.0,0.051,-587.753,3.0,7855.0234,0.921,0.0,-0.792,3590.0,0,1,64.0,3.0,0.0,9.102689,0.1299318,0.0,0.0,35900.0,3590.0,0.0,32678.652,0,0,0.0,0.0,0.0,-792000000.0,64.0,0.03125,0.890625,0.53571427,10.0,10.0,67.0,3.0,0.0,0.0,35900.0,3590.0,0.0,32678.652,0,0,0.0,0.0,0.0,-792000000.0,64.0,0.03125,0.890625,0.53571427,10.0,10.0,67.0,3.0,0.0
